Name,Age,Nominating party,Political party,Votes 2014,Percentual gain 2014,Ballot rank,Final rank,Mandate
Martinů Petr,39,NK,BEZPP,311.0,2.59,27,-,-
Mařas Michael Mgr.,28,NK,BEZPP,237.0,2.99,5,-,-
Matějíček Aleš Ing. Ph.D.,34,VPM,BEZPP,561.0,2.37,11,-,-
Matějka Lukáš Mgr.,34,Zelení,Zelení,1582.0,2.82,6,6,-
Matuška Bohumil JUDr. Ing.,64,TOP 09,TOP 09,1601.0,2.42,27,24,-
Matuška Martin,21,NK,BEZPP,263.0,2.19,34,-,-
Matyášová Eva MUDr.,55,ANO,ANO,4572.0,3.26,2,2,*
Mázl Josef Ing.,64,ČSSD,ČSSD,3085.0,2.65,25,20,-
Melgr Jan,39,NK,BEZPP,167.0,2.11,36,-,-
Melichar Josef Ing.,46,KDU-ČSL,BEZPP,1937.0,3.18,2,4,-
Mifek Martin,38,NK,BEZPP,683.0,2.13,31,-,-
Michálek Jan MUDr.,56,ODS,ODS,2155.0,3.44,15,3,*
Michková Ludmila,67,KSČM,KSČM,2560.0,2.59,31,27,-
Mikát Miroslav,55,Zelení,BEZPP,1227.0,2.19,36,34,-
Mikšovská Manďáková Daniela Ing.,56,VPM,BEZPP,722.0,3.05,14,-,-
Minařík Jakub Ing.,27,HRAD.PATRIOTI,BEZPP,491.0,2.62,15,-,-
Molnárová Jiřina,69,Úsvit,BEZPP,307.0,2.12,36,-,-
Moravec Michal Bc.,41,ODS,ODS,1945.0,3.1,3,2,-
Morávek Tomáš Ing.,35,DOMA,BEZPP,297.0,2.47,17,-,-
Morávková Pavla,23,ODS,BEZPP,1622.0,2.59,12,10,-
Motalová Beatrice Mgr.,24,NK,BEZPP,193.0,2.43,27,-,-
Mottlová Silvie,45,HRAD.PATRIOTI,BEZPP,458.0,2.45,27,-,-
Mudruňka Jaroslav,60,HRAD.PATRIOTI,BEZPP,537.0,2.87,20,-,-
Mukařovská Kateřina,51,NK,BEZPP,849.0,2.65,14,-,-
Müller Robert Ing.,45,KDU-ČSL,BEZPP,1298.0,2.13,34,32,-
Műllerová Johana,21,Úsvit,BEZPP,345.0,2.38,24,-,-
Nádvorník Ondřej Bc.,25,NK,BEZPP,703.0,2.19,29,-,-
Nádvorník Richard Ing.,53,STAN,BEZPP,1024.0,3.2,7,-,-
Nedvídek Miroslav,49,Úsvit,BEZPP,344.0,2.37,30,-,-
Nejedlý Libor Ing.,63,KSČM,KSČM,2778.0,2.81,5,1,-
Němec David,20,Úsvit,BEZPP,344.0,2.37,26,-,-
Němec Ondřej,27,NK,BEZPP,195.0,2.46,13,-,-
Němeček Jiří PhDr.,71,KDU-ČSL,KDU-ČSL,1879.0,3.08,16,6,-
Netík Petr Ing.,57,Svobodní,Svobodní,539.0,2.15,37,-,-
Niangová Ivana MUDr. Ph.D.,51,NK,BEZPP,1173.0,3.66,5,-,-
Nistor Jan,42,NK,BEZPP,273.0,2.27,22,-,-
Nixová Kateřina Mgr.,36,Nestran.,BEZPP,1541.0,2.53,17,15,-
Nosek Jiří PhDr.,69,BPI,BEZPP,209.0,2.64,7,-,-
Novák Robert Mgr.,47,HDK,BEZPP,6369.0,2.52,30,18,-
Nováková Daniela,47,NK,BEZPP,187.0,2.36,9,-,-
Novotný Jaroslav Bc.,25,ČSSD,ČSSD,2795.0,2.4,34,29,-
Novotný Ondřej,28,ODS,ODS,1562.0,2.49,26,23,-
Novotný Petr Ing.,52,VPM,BEZPP,419.0,1.77,32,-,-
Nový Zdeněk Ing.,33,Svobodní,BEZPP,616.0,2.45,24,-,-
Nozar Lukáš Bc.,34,ČSSD,ČSSD,3049.0,2.61,26,21,-
Nožička Jan MUDr. Ph.D.,49,KDU-ČSL,BEZPP,1701.0,2.79,14,13,-
Nymsa Jan,28,HRAD.PATRIOTI,HRAD.PATRIOTI,502.0,2.68,5,-,-
Obšilová Jindřiška,59,NK,BEZPP,186.0,2.35,30,-,-
Odvárková Šárka,31,HRAD.PATRIOTI,BEZPP,472.0,2.52,25,-,-
Ondráček Vlastimil,57,HDK,BEZPP,7084.0,2.8,10,10,*
Pačesná Daniela RNDr. Ph.D.,39,NK,BEZPP,927.0,2.89,12,-,-
Paděra František Bc. DiS.,30,NK,BEZPP,327.0,2.72,6,-,-
Paděrová Hana,51,NK,BEZPP,281.0,2.34,32,-,-
Paldus Martin,32,ODS,ODS,1388.0,2.21,35,32,-
Pálka Jiří Ing.,67,ANO,BEZPP,3616.0,2.58,26,20,-
Pártl Matěj,24,KDU-ČSL,KDU-ČSL,1439.0,2.36,21,19,-
Pastuszek Rudolf,69,KDU-ČSL,KDU-ČSL,1420.0,2.33,28,26,-
Patera Tomáš,42,TOP 09,TOP 09,1831.0,2.77,5,4,-
Paulů Zuzana Mgr.,62,HDK,BEZPP,6429.0,2.54,29,17,-
Pavlata Jaroslav MUDr. Ph.D.,52,KDU-ČSL,BEZPP,1614.0,2.65,25,23,-
Pavlíček Jiří Ing.,59,HDK,BEZPP,6674.0,2.64,21,9,-
Pečenka Václav,61,VPM,VPM,458.0,1.93,17,-,-
Pechánek Jan,21,NK,BEZPP,680.0,2.12,32,-,-
Pechánek Pavel Ing.,47,NK,BEZPP,1054.0,3.29,3,-,-
Peremský Lubor Ing.,43,ANO,ANO,3899.0,2.78,13,7,-
Petera Josef,42,BPI,BEZPP,340.0,4.29,1,-,-
Pětivoký Tomáš Ing.,42,ODS,ODS,1505.0,2.4,32,29,-
Petr Otakar Bc.,31,NK,Piráti,1463.0,2.61,11,9,-
Petráčková Martina,39,TOP 09,BEZPP,1203.0,1.82,36,33,-
Petráň Vladimír,28,HRAD.PATRIOTI,BEZPP,477.0,2.55,26,-,-
Petrů Miroslav,30,Svobodní,Svobodní,652.0,2.6,9,-,-
Petřík Pavel,32,Úsvit,BEZPP,505.0,3.49,3,-,-
Petříková Stanislava,60,Úsvit,BEZPP,343.0,2.37,34,-,-
Pilný Václav,56,NK,BEZPP,193.0,2.43,25,-,-
Pirner Jiří Ing.,61,HDK,BEZPP,6983.0,2.76,19,7,-
Píša Tomáš,24,Úsvit,BEZPP,336.0,2.32,31,-,-
Píšová Renata,48,NK,BEZPP,186.0,2.35,32,-,-
Pitrová Renata Mgr.,52,TOP 09,TOP 09,1876.0,2.84,7,5,-
Plaček Jiří Ing.,56,ČSSD,ČSSD,2713.0,2.33,35,30,-
Podhajský Josef,56,Nestran.,BEZPP,1475.0,2.42,27,25,-
Podzimek Vladimír,66,KDU-ČSL,KDU-ČSL,1430.0,2.34,31,29,-
Pokorný Jaroslav,33,VPM,BEZPP,525.0,2.21,24,-,-
Polášková Anna RNDr.,67,NK,BEZPP,1541.0,2.75,12,10,-
Polehňa Jiří,62,NK,BEZPP,878.0,2.74,27,-,-
Portyková Jana,51,HDK,BEZPP,6400.0,2.53,31,19,-
Pospíšil Jiří,68,HRAD.PATRIOTI,BEZPP,393.0,2.1,36,-,-
Pospíšil Vít,35,NK,BEZPP,786.0,2.45,25,-,-
Pospíšilová Barbara Mgr.,35,NK,BEZPP,669.0,2.09,33,-,-
Potoček Josef Ing.,71,KDU-ČSL,KDU-ČSL,1502.0,2.46,22,20,-
Pourová Věra JUDr.,56,ANO,BEZPP,3850.0,2.75,21,15,-
Pozler Jiří Mgr.,31,Svobodní,BEZPP,631.0,2.51,30,-,-
Pozler Tomáš Mgr.,41,NK,BEZPP,1309.0,2.33,30,28,-
Prchal Pavel,38,NK,BEZPP,286.0,2.38,23,-,-
Ptáček Jiří Ing.,34,Svobodní,BEZPP,638.0,2.54,26,-,-
Půlpán Zdeněk prof. PhDr. RNDr. CSc.,72,KDU-ČSL,KDU-ČSL,2286.0,3.75,5,2,*
Půža Miroslav Mgr.,35,VPM,BEZPP,1287.0,5.43,2,-,-
Rabiňák Jaroslav,67,HRAD.PATRIOTI,BEZPP,426.0,2.28,34,-,-
Rádl Miroslav Ing.,55,TOP 09,BEZPP,1699.0,2.57,23,20,-
Rambousek David,39,NK,BEZPP,246.0,3.1,6,-,-
Rambousek Pavel Ing.,44,ODS,ODS,1752.0,2.79,8,6,-
Rath Zdenek,55,Hora 2014,BEZPP,366.0,2.53,8,-,-
Rejchrtová Štěpánka,66,NK,BEZPP,1268.0,2.26,31,29,-
Remplík Luboš Ing.,29,Svobodní,BEZPP,594.0,2.37,33,-,-
Rohlena Josef,49,ČSSD,ČSSD,2410.0,2.07,37,32,-
Roubal Aleš Mgr. Bc.,26,ČSSD,ČSSD,2980.0,2.56,31,26,-
Rus Vladimír,63,KSČM,KSČM,2516.0,2.54,34,30,-
Růža Vladislav,61,HDK,HDK,6633.0,2.63,23,11,-
Ryba Tomáš,40,VPM,BEZPP,384.0,1.62,35,-,-
Rychlý Tomáš MUDr.,49,NK,BEZPP,1310.0,2.34,32,30,-
Ryplová Kristýna,18,Úsvit,BEZPP,353.0,2.44,18,-,-
Rytíř Pavel Ing.,64,HDK,BEZPP,7075.0,2.8,6,8,*
Řada Michal Mgr.Bc.,37,NK,BEZPP,889.0,2.77,6,-,-
Řeháček Pavel,18,Úsvit,BEZPP,333.0,2.3,29,-,-
Řehoř Václav Mgr.,34,ODS,ODS,1746.0,2.78,4,3,-
Řehořek Jiří,42,NK,BEZPP,746.0,2.33,21,-,-
Řehounek Dominik,21,HRAD.PATRIOTI,BEZPP,493.0,2.64,21,-,-
Řehounek František,46,HRAD.PATRIOTI,HRAD.PATRIOTI,820.0,4.39,1,-,-
Říha Michal,31,ČSSD,ČSSD,3216.0,2.76,12,8,-
Samek Filip Ing.,35,DOMA,BEZPP,337.0,2.8,15,-,-
Sedunka Jan Ing.,30,HRAD.PATRIOTI,HRAD.PATRIOTI,626.0,3.35,4,-,-
Schovánková Jana,45,ČSSD,ČSSD,3123.0,2.68,24,19,-
Skrbek Jan,66,VPM,BEZPP,451.0,1.9,28,-,-
Smetana David,42,KDU-ČSL,KDU-ČSL,1836.0,3.01,9,7,-
Smetanová Michaela,34,Svobodní,BEZPP,616.0,2.45,35,-,-
Smíšek Pavel,37,KSČM,BEZPP,2716.0,2.74,9,5,-
Smutná Pavla,27,NK,BEZPP,287.0,2.39,16,-,-
Sofka Jakub,22,TOP 09,TOP 09,1627.0,2.46,22,19,-
Sochová Zdenka,57,KSČM,KSČM,2698.0,2.73,15,11,-
Sommer Milan Ing.,57,TOP 09,TOP 09,2073.0,3.14,2,3,*
Souček Zdeněk,42,NK,BEZPP,177.0,2.23,31,-,-
Soukup Martin Ing.,48,ODS,ODS,2438.0,3.89,1,2,*
Sova Jiří PharmDr.,54,HDK,BEZPP,7075.0,2.8,13,1,-
Springer Vladimír Mgr.,69,HDK,HDK,7592.0,3.01,3,4,*
Springerová Pavlína Mgr.et Mgr. Ph.D.,37,HDK,BEZPP,7612.0,3.01,8,3,*
Staněk František,57,TOP 09,TOP 09,2064.0,3.12,6,1,-
Staněk Pavel JUDr.,41,ODS,ODS,1501.0,2.39,33,30,-
Stehlík Tomáš Ing.,29,Svobodní,BEZPP,633.0,2.52,16,-,-
Steinfeld František Ing.,61,VPM,BEZPP,405.0,1.71,33,-,-
Steklý Josef,61,KSČM,KSČM,2760.0,2.79,6,2,-
Stránská Hana,35,ANO,BEZPP,3190.0,2.28,35,29,-
Stránský Josef,65,KSČM,KSČM,2638.0,2.66,19,15,-
Stružák Michal,52,KSČM,KSČM,2669.0,2.7,13,9,-
Svatoň Patrik,38,BPI,BEZPP,263.0,3.32,19,-,-
Svatoň Tomáš,32,NK,BEZPP,169.0,2.13,33,-,-
Svatoňová Danuše,59,BPI,BEZPP,182.0,2.29,15,-,-
Svobodová Dana,62,KSČM,BEZPP,2606.0,2.63,27,23,-
Sychra Jakub,23,Úsvit,BEZPP,316.0,2.18,35,-,-
Šafaříková Iveta Bc.,41,TOP 09,TOP 09,1688.0,2.55,18,15,-
Šafka Václav MUDr. Ph.D.,47,NK,BEZPP,893.0,2.79,15,-,-
Šandová Jana DiS.,30,ANO,ANO,3900.0,2.78,12,6,-
Šaršon Jindřich Ing.,61,HDK,BEZPP,6775.0,2.68,20,8,-
Šejvl Josef,42,ODS,ODS,1580.0,2.52,23,20,-
Šikulová Marcela,63,KSČM,KSČM,2665.0,2.69,12,8,-
Šilhánková Vladimíra Doc. Ing. arch. Ph.D.,43,VPM,BEZPP,1279.0,5.4,3,-,-
Šimáčková Hana Mgr.,29,Nestran.,BEZPP,1573.0,2.58,11,11,-
Šimek Bořivoj,53,NK,BEZPP,755.0,2.35,17,-,-
Šimek Jan Bc.,28,ČSSD,ČSSD,3174.0,2.72,17,12,-
Široký Jaroslav Mgr.,37,ČSSD,ČSSD,3155.0,2.71,21,16,-
Široký Roman Ing. Bc.,40,TOP 09,BEZPP,1523.0,2.3,30,27,-
Škáchová Dana,52,ANO,BEZPP,3745.0,2.67,20,14,-
Škodová Drahuše,36,ANO,BEZPP,3801.0,2.71,17,11,-
Škorpil Ladislav,69,HDK,BEZPP,7749.0,3.07,7,2,*
Škvrna Pavel Ing.,43,Svobodní,Svobodní,707.0,2.82,18,-,-
Šmejda Miloslav,64,KSČM,KSČM,2623.0,2.65,24,20,-
Šonka Pavel,68,HDK,HDK,6703.0,2.65,22,10,-
Šormová Táňa Mgr.,58,KSČM,BEZPP,2926.0,2.96,7,3,-
Špaček Jakub,23,ANO,BEZPP,3575.0,2.55,29,23,-
Šťastný Martin,34,TOP 09,BEZPP,1300.0,1.96,35,32,-
Štayrová Monika Ing.,51,ANO,BEZPP,4300.0,3.07,3,3,*
Štěchovský Jaroslav Ing.,72,HDK,HDK,6811.0,2.7,12,12,*
Štěpán Jan Ing.,50,TOP 09,TOP 09,1704.0,2.58,16,13,-
Štěpán Jiří PhDr. Ph.D.,35,ČSSD,ČSSD,3461.0,2.97,16,3,*
Štěpán Lubomír Ing.,60,KSČM,KSČM,3232.0,3.27,1,1,*
Štěpánová Ilona Bc.,48,VPM,BEZPP,542.0,2.29,8,-,-
Štětina Jiří MUDr.,73,Úsvit,BEZPP,605.0,4.18,19,-,-
Štipl Stanislav Bc.,25,NK,Piráti,1484.0,2.65,7,7,-
Šťovíček František,58,NK,BEZPP,282.0,2.34,19,-,-
Šubrt Jan JUDr.,62,ČSSD,ČSSD,3235.0,2.77,14,10,-
Švec Jiří Ing.,69,ANO,BEZPP,3811.0,2.72,15,9,-
Táborský Ivo,54,ANO,BEZPP,3857.0,2.75,19,13,-
Tachovský Jaroslav Mgr.,47,Svobodní,Svobodní,677.0,2.7,10,-,-
Tesner Jiří,33,ODS,ODS,1610.0,2.57,20,17,-
Tichá Jarmila,73,ANO,BEZPP,3609.0,2.58,27,21,-
Tláskal Ivan Ing.,49,NK,BEZPP,1496.0,2.67,15,13,-
Tobišek Roman MBA,40,Svobodní,BEZPP,689.0,2.75,17,-,-
Tomášik Marian Ing.,51,Nestran.,BEZPP,1521.0,2.49,15,14,-
Tomek Otto,47,Úsvit,BEZPP,424.0,2.93,7,-,-
Tomš Jan MUDr.,37,NK,BEZPP,998.0,3.11,8,-,-
Tomšík Pavel MUDr. Ph.D.,37,NK,BEZPP,1453.0,2.59,24,22,-
Tomšů Svatopluk Ing.,41,Svobodní,BEZPP,701.0,2.79,12,-,-
Tranová Mai,21,Nestran.,BEZPP,1498.0,2.46,26,24,-
Trkalová Nikola,23,KSČM,BEZPP,2725.0,2.75,8,4,-
Tůmová Ivana,55,KSČM,BEZPP,2656.0,2.68,17,13,-
Turková Andrea,34,ANO,BEZPP,3877.0,2.77,14,8,-
Uhlíř Lukáš,21,NK,BEZPP,165.0,2.08,37,-,-
Uhlíř Richard Bc.,32,TOP 09,TOP 09,1856.0,2.81,8,6,-
Uhlíř Tomáš Mgr.,65,TOP 09,TOP 09,1656.0,2.5,21,18,-
Urban Arnošt JUDr.,59,HDK,HDK,7588.0,3.0,2,5,*
Vacek Lukáš,28,Úsvit,BEZPP,362.0,2.5,17,-,-
Vaculík Jiří Mgr.,38,NK,BEZPP,733.0,2.29,23,-,-
Vácha Karel MUDr.,72,BPI,BEZPP,204.0,2.57,21,-,-
Vachata Jan RNDr.,58,VPM,BEZPP,472.0,1.99,30,-,-
Vachatová Eva Mgr.,54,VPM,BEZPP,516.0,2.18,21,-,-
Vachatová Natálie Bc.,30,Svobodní,Svobodní,875.0,3.49,3,-,-
Váňa Boris Mgr.,39,NK,BEZPP,1049.0,3.27,4,-,-
Vaněk Jan Ing.,50,KDU-ČSL,BEZPP,1457.0,2.39,30,28,-
Vaněk Jaroslav,61,KSČM,KSČM,2440.0,2.46,36,32,-
Vanžura Václav,67,KSČM,KSČM,2489.0,2.51,35,31,-
Vašata Václav Ing.,71,ČSSD,ČSSD,3351.0,2.87,9,5,-
Vašata Zdeněk Ing.arch.,84,ČSSD,ČSSD,3240.0,2.78,15,11,-
Vávra Radomil,41,VPM,BEZPP,586.0,2.47,16,-,-
Vavřínek Miloš,55,ČSSD,ČSSD,3193.0,2.74,13,9,-
Vebr Jiří Ing.,57,Hora 2014,BEZPP,407.0,2.81,11,-,-
Vedlich Jindřich PaedDr. Ph.D.,48,TOP 09,TOP 09,3666.0,5.55,1,2,*
Veis Zbyněk,33,NK,BEZPP,282.0,2.34,20,-,-
Vejprava Michal,41,ANO,BEZPP,4075.0,2.91,9,3,-
Velíková Jana,59,KSČM,BEZPP,2635.0,2.66,18,14,-
Velínská Lenka,55,HRAD.PATRIOTI,BEZPP,514.0,2.75,16,-,-
Víška Václav Mgr. Ph.D.,35,ANO,ANO,4846.0,3.46,1,1,*
Víšková Andrea,37,NK,BEZPP,184.0,2.32,34,-,-
Víšková Eva,62,TOP 09,TOP 09,1878.0,2.84,9,7,-
Vít Jakub Bc.,25,ODS,ODS,1513.0,2.41,31,28,-
Vít Oldřich Ing.,38,KDU-ČSL,BEZPP,1235.0,2.02,36,34,-
Vítek Pavel,46,NK,BEZPP,270.0,3.41,3,-,-
Vítová Stanislava,69,KSČM,KSČM,2543.0,2.57,32,28,-
Vízek Patrik,21,HRAD.PATRIOTI,BEZPP,447.0,2.39,33,-,-
Vlachopulos Janis Ing.,54,NK,BEZPP,1003.0,3.13,9,-,-
Vlasák Jiří,43,HRAD.PATRIOTI,HRAD.PATRIOTI,502.0,2.68,14,-,-
Vlasák Oldřich Ing.,58,ODS,ODS,3028.0,4.83,5,1,*
Vlček Daniel,48,TOP 09,BEZPP,1624.0,2.46,29,26,-
Vobořilová Martina,37,NK,BEZPP,772.0,2.41,24,-,-
Vodochodský Ivan,51,VPM,BEZPP,1207.0,5.09,4,-,-
Vohlídka Radek,42,KDU-ČSL,KDU-ČSL,1492.0,2.45,20,18,-
Vohralík Jiří,55,VPM,BEZPP,435.0,1.83,26,-,-
Vohralíková Miroslava,61,KSČM,KSČM,2745.0,2.77,11,7,-
Vojáček Jiří Mgr.,48,KDU-ČSL,BEZPP,1912.0,3.14,12,5,-
Volejník Miroslav Mgr.,44,HDK,BEZPP,6720.0,2.66,25,13,-
Volfová Miroslava MUDr. CSc.,58,NK,BEZPP,915.0,2.86,16,-,-
Voltrová Jana,52,Svobodní,BEZPP,634.0,2.53,27,-,-
Vondra Stanislav,67,KSČM,KSČM,2522.0,2.55,33,29,-
Voňka Lukáš,23,Úsvit,BEZPP,358.0,2.47,23,-,-
Vopinka Vladimír,35,VPM,BEZPP,447.0,1.88,27,-,-
Voseček Jiří Ing.,27,Svobodní,BEZPP,613.0,2.44,29,-,-
Vošoust Petr,43,TOP 09,TOP 09,2036.0,3.08,4,3,-
Vrabec Ondřej,39,ANO,BEZPP,3725.0,2.66,24,18,-
Vrobel Vladimír RSDr.,65,KSČM,KSČM,2585.0,2.61,30,26,-
Vršinský Tomáš DiS.,34,Svobodní,BEZPP,636.0,2.53,23,-,-
Všetečka Jiří JUDr.,51,VPM,VPM,776.0,3.27,6,-,-
Vyčichlo Štěpán Ing.,33,Svobodní,BEZPP,664.0,2.65,21,-,-
Vydarená Jaroslava Bc.,50,NK,BEZPP,836.0,2.61,11,-,-
Vychopeň Tomáš Ing. MBA,46,VPM,BEZPP,420.0,1.77,36,-,-
Wagner Pavel,49,HRAD.PATRIOTI,BEZPP,386.0,2.06,37,-,-
Wágnerová Jiřina Gabriela,63,NK,BEZPP,745.0,2.32,18,-,-
Weisbauer Martin Ing.,49,Nestran.,BEZPP,1475.0,2.42,24,22,-
Weys Ladislav,41,NK,BEZPP,651.0,2.03,34,-,-
Weysová Michaela,36,NK,BEZPP,789.0,2.46,20,-,-
Wildt Petr JUDr. Ph.D.,51,ODS,ODS,1368.0,2.18,36,33,-
Wolfová Marcela,40,NK,BEZPP,1169.0,2.08,35,33,-
Zadrobílek Pavel Ing. arch.,44,VPM,BEZPP,858.0,3.62,12,-,-
Zadrobílková Jitka Bc.,43,ODS,BEZPP,1446.0,2.3,34,31,-
Zajíc Jan Bc.,26,Nestran.,BEZPP,1544.0,2.53,18,16,-
Zajíc Jiří MUDr.,52,Zelení,BEZPP,1805.0,3.22,10,3,-
Záruba Adam Ing. Ph.D.,35,NK,BEZPP,2386.0,4.26,1,1,*
Zbořil Ivo Bc.,33,ODS,ODS,1629.0,2.6,16,13,-
Zelený Richard,59,ČSSD,ČSSD,2999.0,2.57,30,25,-
Zeman Ladislav Mgr.,64,VPM,BEZPP,1632.0,6.89,7,-,-
Zezulák Ondřej Ing.,37,ODS,BEZPP,1668.0,2.66,18,15,-
Zikmund Ladislav Mgr.,28,Zelení,BEZPP,1603.0,2.86,13,11,-
Zimmerová Soňa,41,Svobodní,BEZPP,620.0,2.47,28,-,-
Zítková Jarmila,45,Úsvit,BEZPP,373.0,2.57,16,-,-
Zolman Zdeněk,38,HDK,BEZPP,6069.0,2.4,32,20,-
Zoubková Lucie,30,DOMA,BEZPP,267.0,2.22,36,-,-
Zubrová Markéta,19,NK,BEZPP,191.0,2.41,22,-,-
Zuščák Tomáš Mgr. Ph.D.,39,NK,BEZPP,805.0,2.51,19,-,-
Žák Libor Bc. DiS.,39,ČSSD,ČSSD,3402.0,2.92,2,4,*
Žalman David,27,ANO,BEZPP,3419.0,2.44,32,26,-
Živná Helena doc. MUDr. CSc.,57,NK,BEZPP,1479.0,2.64,20,18,-
Živný Pavel doc. MUDr. CSc.,53,NK,BEZPP,1311.0,2.34,34,32,-
Žižka Jan Ing. MBA,47,TOP 09,TOP 09,1792.0,2.71,11,9,-
